รหัส ISBN (ชื่อเรื่อง),รหัสบาร์โค้ดประจำเล่ม (Copy ID),ชื่อหนังสือ (Book Title),หมายเลขเล่ม,ผู้แต่ง (Author),ราคาปก (บาท),หมวดหมู่หลัก,หมวดหมู่อย่อย,ชั้นวาง (Shelf),สถานะ (Status)
B500102023,B500102023-C01,โคนัน (Detective Conan) เล่ม 23,เล่มที่ 1,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102023,B500102023-C02,โคนัน (Detective Conan) เล่ม 23,เล่มที่ 2,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102023,B500102023-C03,โคนัน (Detective Conan) เล่ม 23,เล่มที่ 3,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102023,B500102023-C04,โคนัน (Detective Conan) เล่ม 23,เล่มที่ 4,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102023,B500102023-C05,โคนัน (Detective Conan) เล่ม 23,เล่มที่ 5,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102024,B500102024-C01,โคนัน (Detective Conan) เล่ม 24,เล่มที่ 1,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102024,B500102024-C02,โคนัน (Detective Conan) เล่ม 24,เล่มที่ 2,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102024,B500102024-C03,โคนัน (Detective Conan) เล่ม 24,เล่มที่ 3,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102024,B500102024-C04,โคนัน (Detective Conan) เล่ม 24,เล่มที่ 4,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102024,B500102024-C05,โคนัน (Detective Conan) เล่ม 24,เล่มที่ 5,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102025,B500102025-C01,โคนัน (Detective Conan) เล่ม 25,เล่มที่ 1,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102025,B500102025-C02,โคนัน (Detective Conan) เล่ม 25,เล่มที่ 2,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102025,B500102025-C03,โคนัน (Detective Conan) เล่ม 25,เล่มที่ 3,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102025,B500102025-C04,โคนัน (Detective Conan) เล่ม 25,เล่มที่ 4,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102025,B500102025-C05,โคนัน (Detective Conan) เล่ม 25,เล่มที่ 5,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102026,B500102026-C01,โคนัน (Detective Conan) เล่ม 26,เล่มที่ 1,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102026,B500102026-C02,โคนัน (Detective Conan) เล่ม 26,เล่มที่ 2,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102026,B500102026-C03,โคนัน (Detective Conan) เล่ม 26,เล่มที่ 3,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102026,B500102026-C04,โคนัน (Detective Conan) เล่ม 26,เล่มที่ 4,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102026,B500102026-C05,โคนัน (Detective Conan) เล่ม 26,เล่มที่ 5,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102027,B500102027-C01,โคนัน (Detective Conan) เล่ม 27,เล่มที่ 1,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102027,B500102027-C02,โคนัน (Detective Conan) เล่ม 27,เล่มที่ 2,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102027,B500102027-C03,โคนัน (Detective Conan) เล่ม 27,เล่มที่ 3,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102027,B500102027-C04,โคนัน (Detective Conan) เล่ม 27,เล่มที่ 4,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102027,B500102027-C05,โคนัน (Detective Conan) เล่ม 27,เล่มที่ 5,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102028,B500102028-C01,โคนัน (Detective Conan) เล่ม 28,เล่มที่ 1,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102028,B500102028-C02,โคนัน (Detective Conan) เล่ม 28,เล่มที่ 2,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102028,B500102028-C03,โคนัน (Detective Conan) เล่ม 28,เล่มที่ 3,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102028,B500102028-C04,โคนัน (Detective Conan) เล่ม 28,เล่มที่ 4,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102028,B500102028-C05,โคนัน (Detective Conan) เล่ม 28,เล่มที่ 5,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102029,B500102029-C01,โคนัน (Detective Conan) เล่ม 29,เล่มที่ 1,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102029,B500102029-C02,โคนัน (Detective Conan) เล่ม 29,เล่มที่ 2,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102029,B500102029-C03,โคนัน (Detective Conan) เล่ม 29,เล่มที่ 3,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102029,B500102029-C04,โคนัน (Detective Conan) เล่ม 29,เล่มที่ 4,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102029,B500102029-C05,โคนัน (Detective Conan) เล่ม 29,เล่มที่ 5,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102030,B500102030-C01,โคนัน (Detective Conan) เล่ม 30,เล่มที่ 1,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102030,B500102030-C02,โคนัน (Detective Conan) เล่ม 30,เล่มที่ 2,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102030,B500102030-C03,โคนัน (Detective Conan) เล่ม 30,เล่มที่ 3,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102030,B500102030-C04,โคนัน (Detective Conan) เล่ม 30,เล่มที่ 4,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102030,B500102030-C05,โคนัน (Detective Conan) เล่ม 30,เล่มที่ 5,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102031,B500102031-C01,โคนัน (Detective Conan) เล่ม 31,เล่มที่ 1,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102031,B500102031-C02,โคนัน (Detective Conan) เล่ม 31,เล่มที่ 2,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102031,B500102031-C03,โคนัน (Detective Conan) เล่ม 31,เล่มที่ 3,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102031,B500102031-C04,โคนัน (Detective Conan) เล่ม 31,เล่มที่ 4,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102031,B500102031-C05,โคนัน (Detective Conan) เล่ม 31,เล่มที่ 5,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102032,B500102032-C01,โคนัน (Detective Conan) เล่ม 32,เล่มที่ 1,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102032,B500102032-C02,โคนัน (Detective Conan) เล่ม 32,เล่มที่ 2,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102032,B500102032-C03,โคนัน (Detective Conan) เล่ม 32,เล่มที่ 3,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102032,B500102032-C04,โคนัน (Detective Conan) เล่ม 32,เล่มที่ 4,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102032,B500102032-C05,โคนัน (Detective Conan) เล่ม 32,เล่มที่ 5,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102033,B500102033-C01,โคนัน (Detective Conan) เล่ม 33,เล่มที่ 1,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102033,B500102033-C02,โคนัน (Detective Conan) เล่ม 33,เล่มที่ 2,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102033,B500102033-C03,โคนัน (Detective Conan) เล่ม 33,เล่มที่ 3,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102033,B500102033-C04,โคนัน (Detective Conan) เล่ม 33,เล่มที่ 4,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102033,B500102033-C05,โคนัน (Detective Conan) เล่ม 33,เล่มที่ 5,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102034,B500102034-C01,โคนัน (Detective Conan) เล่ม 34,เล่มที่ 1,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102034,B500102034-C02,โคนัน (Detective Conan) เล่ม 34,เล่มที่ 2,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102034,B500102034-C03,โคนัน (Detective Conan) เล่ม 34,เล่มที่ 3,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102034,B500102034-C04,โคนัน (Detective Conan) เล่ม 34,เล่มที่ 4,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102034,B500102034-C05,โคนัน (Detective Conan) เล่ม 34,เล่มที่ 5,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102035,B500102035-C01,โคนัน (Detective Conan) เล่ม 35,เล่มที่ 1,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102035,B500102035-C02,โคนัน (Detective Conan) เล่ม 35,เล่มที่ 2,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102035,B500102035-C03,โคนัน (Detective Conan) เล่ม 35,เล่มที่ 3,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102035,B500102035-C04,โคนัน (Detective Conan) เล่ม 35,เล่มที่ 4,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102035,B500102035-C05,โคนัน (Detective Conan) เล่ม 35,เล่มที่ 5,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102036,B500102036-C01,โคนัน (Detective Conan) เล่ม 36,เล่มที่ 1,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102036,B500102036-C02,โคนัน (Detective Conan) เล่ม 36,เล่มที่ 2,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102036,B500102036-C03,โคนัน (Detective Conan) เล่ม 36,เล่มที่ 3,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102036,B500102036-C04,โคนัน (Detective Conan) เล่ม 36,เล่มที่ 4,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102036,B500102036-C05,โคนัน (Detective Conan) เล่ม 36,เล่มที่ 5,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102037,B500102037-C01,โคนัน (Detective Conan) เล่ม 37,เล่มที่ 1,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102037,B500102037-C02,โคนัน (Detective Conan) เล่ม 37,เล่มที่ 2,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102037,B500102037-C03,โคนัน (Detective Conan) เล่ม 37,เล่มที่ 3,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102037,B500102037-C04,โคนัน (Detective Conan) เล่ม 37,เล่มที่ 4,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102037,B500102037-C05,โคนัน (Detective Conan) เล่ม 37,เล่มที่ 5,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102038,B500102038-C01,โคนัน (Detective Conan) เล่ม 38,เล่มที่ 1,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102038,B500102038-C02,โคนัน (Detective Conan) เล่ม 38,เล่มที่ 2,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102038,B500102038-C03,โคนัน (Detective Conan) เล่ม 38,เล่มที่ 3,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102038,B500102038-C04,โคนัน (Detective Conan) เล่ม 38,เล่มที่ 4,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102038,B500102038-C05,โคนัน (Detective Conan) เล่ม 38,เล่มที่ 5,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102039,B500102039-C01,โคนัน (Detective Conan) เล่ม 39,เล่มที่ 1,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102039,B500102039-C02,โคนัน (Detective Conan) เล่ม 39,เล่มที่ 2,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102039,B500102039-C03,โคนัน (Detective Conan) เล่ม 39,เล่มที่ 3,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102039,B500102039-C04,โคนัน (Detective Conan) เล่ม 39,เล่มที่ 4,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102039,B500102039-C05,โคนัน (Detective Conan) เล่ม 39,เล่มที่ 5,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102040,B500102040-C01,โคนัน (Detective Conan) เล่ม 40,เล่มที่ 1,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102040,B500102040-C02,โคนัน (Detective Conan) เล่ม 40,เล่มที่ 2,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102040,B500102040-C03,โคนัน (Detective Conan) เล่ม 40,เล่มที่ 3,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102040,B500102040-C04,โคนัน (Detective Conan) เล่ม 40,เล่มที่ 4,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102040,B500102040-C05,โคนัน (Detective Conan) เล่ม 40,เล่มที่ 5,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102041,B500102041-C01,โคนัน (Detective Conan) เล่ม 41,เล่มที่ 1,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102041,B500102041-C02,โคนัน (Detective Conan) เล่ม 41,เล่มที่ 2,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
B500102041,B500102041-C03,โคนัน (Detective Conan) เล่ม 41,เล่มที่ 3,Gosho Aoyama,90.00,1,2,A-05,ว่าง (อยู่บนชั้น)
